,task_id,problem,seed,success,test_cases_passed,test_cases_total,runtime,local_tests,local_test_state,iteration_idx
253,shortest-cycle-in-a-graph,"from typing import List
from collections import deque, defaultdict

def findShortestCycle(n: int, edges: List[List[int]]) -> int:
    graph = defaultdict(list)
    for u, v in edges:
        graph[u].append(v)
        graph[v].append(u)
    
    def bfs(start):
        dist = [-1] * n
        dist[start] = 0
        queue = deque([(start, -1)])
        while queue:
            node, parent = queue.popleft()
            for neighbor in graph[node]:
                if dist[neighbor] == -1:
                    dist[neighbor] = dist[node] + 1
                    queue.append((neighbor, node))
                elif neighbor != parent:
                    cycle_length = dist[node] + dist[neighbor] + 1
                    if cycle_length == 3:
                        return 3  # Early termination for the shortest possible cycle
                    return cycle_length
        return float('inf')
    
    shortest_cycle = float('inf')
    for i in range(n):
        shortest_cycle = min(shortest_cycle, bfs(i))
    
    return shortest_cycle if shortest_cycle != float('inf') else -1",21,False,84,88,,"**Tests that the code passed:**

assert findShortestCycle(7, [[0,1],[1,2],[2,0],[3,4],[4,5],[5,6],[6,3]]) == 3
assert findShortestCycle(4, [[0,1],[0,2]]) == -1

**Tests that the code failed:**

No tests failed.
","(True, True)",1
254,minimum-time-to-complete-all-tasks,"
from typing import List

def findMinimumTime(tasks: List[List[int]]) -> int:
    tasks.sort(key=lambda x: x[1])
    time_on = set()
    
    for start, end, duration in tasks:
        current_duration = sum(1 for t in range(start, end + 1) if t in time_on)
        remaining_duration = duration - current_duration
        
        for t in range(end, start - 1, -1):
            if remaining_duration <= 0:
                break
            if t not in time_on:
                time_on.add(t)
                remaining_duration -= 1
    
    return len(time_on)
",21,True,1059,1059,871 ms,"**Tests that the code passed:**

assert findMinimumTime([[2,3,1],[4,5,1],[1,5,2]]) == 2
assert findMinimumTime([[1,3,2],[2,5,3],[5,6,2]]) == 4

**Tests that the code failed:**

No tests failed.
","(True, True)",0
255,minimum-time-to-complete-all-tasks,"from typing import List

def findMinimumTime(tasks: List[List[int]]) -> int:
    tasks.sort(key=lambda x: x[1])
    active_time_slots = set()
    
    for start, end, duration in tasks:
        current_duration = sum(1 for t in range(start, end + 1) if t in active_time_slots)
        remaining_duration = duration - current_duration
        
        for t in range(end, start - 1, -1):
            if remaining_duration <= 0:
                break
            if t not in active_time_slots:
                active_time_slots.add(t)
                remaining_duration -= 1
    
    return len(active_time_slots)",21,True,1059,1059,855 ms,"**Tests that the code passed:**

assert findMinimumTime([[2,3,1],[4,5,1],[1,5,2]]) == 2
assert findMinimumTime([[1,3,2],[2,5,3],[5,6,2]]) == 4

**Tests that the code failed:**

No tests failed.
","(True, True)",1
256,count-number-of-possible-root-nodes,"
from collections import defaultdict, deque
from typing import List

def rootCount(edges: List[List[int]], guesses: List[List[int]], k: int) -> int:
    def build_tree(edges):
        tree = defaultdict(list)
        for u, v in edges:
            tree[u].append(v)
            tree[v].append(u)
        return tree

    def dfs(node, parent):
        for neighbor in tree[node]:
            if neighbor != parent:
                parent_map[neighbor] = node
                dfs(neighbor, node)

    def count_correct_guesses(root):
        correct_count = 0
        for u, v in guesses:
            if parent_map[v] == u:
                correct_count += 1
        return correct_count

    n = len(edges) + 1
    tree = build_tree(edges)
    parent_map = [-1] * n

    possible_roots = 0
    for root in range(n):
        parent_map = [-1] * n
        dfs(root, -1)
        if count_correct_guesses(root) >= k:
            possible_roots += 1

    return possible_roots
",21,False,37,51,,"**Tests that the code passed:**

assert rootCount([[0,1],[1,2],[1,3],[4,2]], [[1,3],[0,1],[1,0],[2,4]], 3) == 3
assert rootCount([[0,1],[1,2],[2,3],[3,4]], [[1,0],[3,4],[2,1],[3,2]], 1) == 5

**Tests that the code failed:**

No tests failed.
","(True, True)",0
257,count-number-of-possible-root-nodes,"from collections import defaultdict
from typing import List

def rootCount(edges: List[List[int]], guesses: List[List[int]], k: int) -> int:
    def build_tree(edges):
        tree = defaultdict(list)
        for u, v in edges:
            tree[u].append(v)
            tree[v].append(u)
        return tree

    def dfs(node, parent):
        for neighbor in tree[node]:
            if neighbor != parent:
                parent_map[neighbor] = node
                dfs(neighbor, node)

    def count_correct_guesses():
        correct_count = 0
        for u, v in guesses:
            if parent_map[v] == u:
                correct_count += 1
        return correct_count

    def reroot_and_count(node, parent, correct_count):
        if correct_count >= k:
            possible_roots[0] += 1
        for neighbor in tree[node]:
            if neighbor != parent:
                new_correct_count = correct_count
                if parent_map[neighbor] == node:
                    new_correct_count -= 1
                if parent_map[node] == neighbor:
                    new_correct_count += 1
                reroot_and_count(neighbor, node, new_correct_count)

    n = len(edges) + 1
    tree = build_tree(edges)
    parent_map = [-1] * n

    # Initial DFS to set up parent_map
    dfs(0, -1)
    initial_correct_count = count_correct_guesses()

    possible_roots = [0]
    reroot_and_count(0, -1, initial_correct_count)

    return possible_roots[0]",21,False,35,51,,,,1
258,number-of-ways-to-earn-points,"
from typing import List

def waysToReachTarget(target: int, types: List[List[int]]) -> int:
    MOD = 10**9 + 7
    
    # Initialize dp array where dp[i] means the number of ways to get i points
    dp = [0] * (target + 1)
    dp[0] = 1  # There's one way to get 0 points: answer no questions
    
    for count, marks in types:
        # We need to update dp array in reverse to avoid recomputation issues
        for t in range(target, -1, -1):
            for k in range(1, count + 1):
                if t - k * marks >= 0:
                    dp[t] = (dp[t] + dp[t - k * marks]) % MOD
                else:
                    break
    
    return dp[target]
",21,True,63,63,1204 ms,"**Tests that the code passed:**

assert waysToReachTarget(6, [[6,1],[3,2],[2,3]]) == 7
assert waysToReachTarget(5, [[50,1],[50,2],[50,5]]) == 4
assert waysToReachTarget(18, [[6,1],[3,2],[2,3]]) == 1

**Tests that the code failed:**

No tests failed.
","(True, True, True)",0
259,number-of-ways-to-earn-points,"from typing import List

def waysToReachTarget(target: int, types: List[List[int]]) -> int:
    MOD = 10**9 + 7
    
    # Initialize dp array where dp[i] means the number of ways to get i points
    dp = [0] * (target + 1)
    dp[0] = 1  # There's one way to get 0 points: answer no questions
    
    for count, marks in types:
        # Precompute possible sums for the current question type
        new_dp = dp[:]
        for t in range(target + 1):
            for k in range(1, count + 1):
                if t + k * marks <= target:
                    new_dp[t + k * marks] = (new_dp[t + k * marks] + dp[t]) % MOD
                else:
                    break
        dp = new_dp
    
    return dp[target]",21,True,63,63,1427 ms,"**Tests that the code passed:**

assert waysToReachTarget(6, [[6,1],[3,2],[2,3]]) == 7
assert waysToReachTarget(5, [[50,1],[50,2],[50,5]]) == 4
assert waysToReachTarget(18, [[6,1],[3,2],[2,3]]) == 1

**Tests that the code failed:**

No tests failed.
","(True, True, True)",1
260,split-the-array-to-make-coprime-products,"
from typing import List
from math import gcd
from functools import reduce

def findValidSplit(nums: List[int]) -> int:
    def product(arr):
        return reduce(lambda x, y: x * y, arr, 1)
    
    n = len(nums)
    for i in range(n - 1):
        left_product = product(nums[:i + 1])
        right_product = product(nums[i + 1:])
        if gcd(left_product, right_product) == 1:
            return i
    return -1
",21,False,29,75,,"**Tests that the code passed:**

assert findValidSplit([4,7,8,15,3,5]) == 2
assert findValidSplit([4,7,15,8,3,5]) == -1

**Tests that the code failed:**

No tests failed.
","(True, True)",0
261,split-the-array-to-make-coprime-products,"from typing import List
from math import gcd, log
from functools import reduce

def findValidSplit(nums: List[int]) -> int:
    n = len(nums)
    if n == 1:
        return -1

    total_product = reduce(lambda x, y: x * y, nums, 1)
    left_product = 1

    for i in range(n - 1):
        left_product *= nums[i]
        right_product = total_product // left_product
        if gcd(left_product, right_product) == 1:
            return i
    return -1",21,False,29,75,,"**Tests that the code passed:**

assert findValidSplit([4,7,8,15,3,5]) == 2
assert findValidSplit([4,7,15,8,3,5]) == -1

**Tests that the code failed:**

No tests failed.
","(True, True)",1
262,time-to-cross-a-bridge,"
from typing import List
import heapq

def findCrossingTime(n: int, k: int, time: List[List[int]]) -> int:
    workers = sorted([(i, t[0] + t[2], t[0], t[1], t[2], t[3]) for i, t in enumerate(time)], key=lambda x: (x[1], x[0]))
    left_waiting = [(0, i) for i in range(k)]
    right_waiting = []
    left_crossing = []
    right_crossing = []
    current_time = 0
    boxes_moved = 0

    while boxes_moved < n:
        while left_crossing and left_crossing[0][0] <= current_time:
            _, i = heapq.heappop(left_crossing)
            heapq.heappush(left_waiting, (current_time + workers[i][5], i))
        
        while right_crossing and right_crossing[0][0] <= current_time:
            _, i = heapq.heappop(right_crossing)
            heapq.heappush(right_waiting, (current_time + workers[i][3], i))
        
        if right_waiting:
            _, i = heapq.heappop(right_waiting)
            current_time += workers[i][4]
            heapq.heappush(left_crossing, (current_time, i))
            boxes_moved += 1
        elif left_waiting and boxes_moved < n:
            _, i = heapq.heappop(left_waiting)
            current_time += workers[i][2]
            heapq.heappush(right_crossing, (current_time, i))
        else:
            if left_crossing:
                current_time = left_crossing[0][0]
            elif right_crossing:
                current_time = right_crossing[0][0]

    return current_time
",21,False,2,65,,"**Tests that the code passed:**

No tests passed.


**Tests that the code failed:**

assert findCrossingTime(1, 3, [[1,1,2,1],[1,1,3,1],[1,1,4,1]]) == 6 # ERROR: This unit test fails. Output was 3, but expected value was: 6
assert findCrossingTime(3, 2, [[1,9,1,8],[10,10,10,10]]) == 50 # ERROR: This unit test fails. Output was 24, but expected value was: 50","(False, False)",0
263,time-to-cross-a-bridge,"from typing import List
import heapq

def findCrossingTime(n: int, k: int, time: List[List[int]]) -> int:
    workers = sorted([(i, t[0] + t[2], t[0], t[1], t[2], t[3]) for i, t in enumerate(time)], key=lambda x: (x[1], x[0]))
    left_waiting = [(0, i) for i in range(k)]
    right_waiting = []
    left_crossing = []
    right_crossing = []
    current_time = 0
    boxes_moved = 0

    def update_crossing_queues():
        nonlocal current_time
        while left_crossing and left_crossing[0][0] <= current_time:
            _, i = heapq.heappop(left_crossing)
            heapq.heappush(left_waiting, (current_time, i))
        
        while right_crossing and right_crossing[0][0] <= current_time:
            _, i = heapq.heappop(right_crossing)
            heapq.heappush(right_waiting, (current_time, i))

    def get_next_event_time():
        if left_crossing and right_crossing:
            return min(left_crossing[0][0], right_crossing[0][0])
        elif left_crossing:
            return left_crossing[0][0]
        elif right_crossing:
            return right_crossing[0][0]
        return float('inf')

    while boxes_moved < n:
        update_crossing_queues()
        
        if right_waiting:
            _, i = heapq.heappop(right_waiting)
            current_time += workers[i][4]
            heapq.heappush(left_crossing, (current_time + workers[i][3], i))
            boxes_moved += 1
        elif left_waiting and boxes_moved < n:
            _, i = heapq.heappop(left_waiting)
            current_time += workers[i][2]
            heapq.heappush(right_crossing, (current_time + workers[i][1], i))
        else:
            current_time = get_next_event_time()

    return current_time",21,False,1,65,,,,1
264,check-if-point-is-reachable,"
def isReachable(targetX: int, targetY: int) -> bool:
    def gcd(a, b):
        while b:
            a, b = b, a % b
        return a

    # Reduce targetX and targetY by their greatest common divisor
    g = gcd(targetX, targetY)
    targetX //= g
    targetY //= g

    # Check if both targetX and targetY are powers of 2
    def is_power_of_two(x):
        return (x & (x - 1)) == 0

    return is_power_of_two(targetX) and is_power_of_two(targetY)
",21,False,10,60,,"**Tests that the code passed:**

assert isReachable(6, 9) == False

**Tests that the code failed:**

assert isReachable(4, 7) == True # ERROR: This unit test fails. Output was False, but expected value was: True","(True, False)",0
265,check-if-point-is-reachable,"from math import gcd

def isReachable(targetX: int, targetY: int) -> bool:
    while targetX > 1 and targetY > 1:
        if targetX > targetY:
            targetX %= targetY
        else:
            targetY %= targetX
    return targetX == 1 or targetY == 1",21,False,-1,-1,-1,"**Tests that the code passed:**

assert isReachable(6, 9) == False
assert isReachable(4, 7) == True

**Tests that the code failed:**

No tests failed.
","(True, True)",1
266,minimum-cost-to-split-an-array,"
from typing import List
from collections import defaultdict

def minCost(nums: List[int], k: int) -> int:
    def importance_value(subarray: List[int]) -> int:
        count = defaultdict(int)
        for num in subarray:
            count[num] += 1
        trimmed_length = sum(v for v in count.values() if v > 1)
        return k + trimmed_length

    n = len(nums)
    dp = [float('inf')] * (n + 1)
    dp[0] = 0

    for i in range(1, n + 1):
        for j in range(i):
            dp[i] = min(dp[i], dp[j] + importance_value(nums[j:i]))

    return dp[n]
",21,False,34,59,,"**Tests that the code passed:**

assert minCost([1,2,1,2,1,3,3], 2) == 8
assert minCost([1,2,1,2,1], 2) == 6
assert minCost([1,2,1,2,1], 5) == 10

**Tests that the code failed:**

No tests failed.
","(True, True, True)",0
267,minimum-cost-to-split-an-array,"from typing import List
from collections import defaultdict

def minCost(nums: List[int], k: int) -> int:
    def importance_value(subarray: List[int]) -> int:
        count = defaultdict(int)
        for num in subarray:
            count[num] += 1
        trimmed_length = sum(v for v in count.values() if v > 1)
        return k + trimmed_length

    n = len(nums)
    dp = [float('inf')] * (n + 1)
    dp[0] = 0

    # Sliding window approach to maintain frequency counts
    for i in range(1, n + 1):
        count = defaultdict(int)
        trimmed_length = 0
        for j in range(i, 0, -1):
            count[nums[j-1]] += 1
            if count[nums[j-1]] == 2:
                trimmed_length += 2
            elif count[nums[j-1]] > 2:
                trimmed_length += 1
            dp[i] = min(dp[i], dp[j-1] + k + trimmed_length)

    return dp[n]",21,True,59,59,3259 ms,"**Tests that the code passed:**

assert minCost([1,2,1,2,1,3,3], 2) == 8
assert minCost([1,2,1,2,1], 2) == 6
assert minCost([1,2,1,2,1], 5) == 10

**Tests that the code failed:**

No tests failed.
","(True, True, True)",1
268,difference-between-maximum-and-minimum-price-sum,"
from typing import List
from collections import defaultdict

def maxOutput(n: int, edges: List[List[int]], price: List[int]) -> int:
    def dfs(node, parent):
        max1, max2 = 0, 0
        for neighbor in graph[node]:
            if neighbor == parent:
                continue
            sub_max = dfs(neighbor, node)
            if sub_max > max1:
                max1, max2 = sub_max, max1
            elif sub_max > max2:
                max2 = sub_max
        max_path[node] = max1 + price[node]
        return max_path[node]

    graph = defaultdict(list)
    for u, v in edges:
        graph[u].append(v)
        graph[v].append(u)

    max_path = [0] * n
    dfs(0, -1)

    max_cost = 0
    for node in range(n):
        max_cost = max(max_cost, max_path[node] - price[node])

    return max_cost
",21,False,12,58,,"**Tests that the code passed:**

assert maxOutput(6, [[0,1],[1,2],[1,3],[3,4],[3,5]], [9,8,7,6,10,5]) == 24
assert maxOutput(3, [[0,1],[1,2]], [1,1,1]) == 2

**Tests that the code failed:**

No tests failed.
","(True, True)",0
269,difference-between-maximum-and-minimum-price-sum,"from typing import List
from collections import defaultdict

def maxOutput(n: int, edges: List[List[int]], price: List[int]) -> int:
    def dfs(node, parent):
        max1, max2 = 0, 0
        for neighbor in graph[node]:
            if neighbor == parent:
                continue
            sub_max = dfs(neighbor, node)
            if sub_max > max1:
                max1, max2 = sub_max, max1
            elif sub_max > max2:
                max2 = sub_max
        max_path[node] = max1 + price[node]
        min_path[node] = min(max1, price[node])
        return max_path[node]

    graph = defaultdict(list)
    for u, v in edges:
        graph[u].append(v)
        graph[v].append(u)

    max_cost = 0
    for root in range(n):
        max_path = [0] * n
        min_path = [float('inf')] * n
        dfs(root, -1)
        for node in range(n):
            max_cost = max(max_cost, max_path[node] - min_path[node])

    return max_cost",21,False,37,58,,"**Tests that the code passed:**

assert maxOutput(6, [[0,1],[1,2],[1,3],[3,4],[3,5]], [9,8,7,6,10,5]) == 24
assert maxOutput(3, [[0,1],[1,2]], [1,1,1]) == 2

**Tests that the code failed:**

No tests failed.
","(True, True)",1
270,maximize-the-minimum-powered-city,"
from typing import List

def maxPower(stations: List[int], r: int, k: int) -> int:
    def is_possible(min_power: int) -> bool:
        additional_stations = [0] * len(stations)
        current_power = 0
        total_additional = 0
        
        for i in range(len(stations)):
            if i > r:
                current_power -= additional_stations[i - r - 1]
            
            if stations[i] + current_power < min_power:
                needed = min_power - (stations[i] + current_power)
                if total_additional + needed > k:
                    return False
                additional_stations[min(i + r, len(stations) - 1)] += needed
                current_power += needed
                total_additional += needed
        
        return True
    
    low, high = 0, sum(stations) + k
    while low < high:
        mid = (low + high + 1) // 2
        if is_possible(mid):
            low = mid
        else:
            high = mid - 1
    
    return low
",21,False,9,30,,"**Tests that the code passed:**

assert maxPower([4,4,4,4], 0, 3) == 4

**Tests that the code failed:**

assert maxPower([1,2,4,5,0], 1, 2) == 5 # ERROR: This unit test fails. Output was 1, but expected value was: 5","(False, True)",0
271,maximize-the-minimum-powered-city,"from typing import List
from collections import deque

def maxPower(stations: List[int], r: int, k: int) -> int:
    def is_possible(min_power: int) -> bool:
        additional_stations = [0] * len(stations)
        current_power = 0
        total_additional = 0
        window_sum = 0
        window = deque()
        
        for i in range(len(stations)):
            if i > r:
                window_sum -= additional_stations[i - r - 1]
            
            current_power = stations[i] + window_sum
            
            if current_power < min_power:
                needed = min_power - current_power
                if total_additional + needed > k:
                    return False
                additional_stations[min(i + r, len(stations) - 1)] += needed
                window_sum += needed
                total_additional += needed
        
        return True
    
    low, high = 0, max(stations) + k
    while low < high:
        mid = (low + high + 1) // 2
        if is_possible(mid):
            low = mid
        else:
            high = mid - 1
    
    return low",21,False,9,30,,,,1
272,count-anagrams,"
from collections import Counter
from math import factorial

MOD = 10**9 + 7

def countAnagrams(s: str) -> int:
    def count_word_anagrams(word):
        freq = Counter(word)
        word_len = len(word)
        denom = 1
        for count in freq.values():
            denom = (denom * factorial(count)) % MOD
        return (factorial(word_len) * pow(denom, MOD-2, MOD)) % MOD

    words = s.split()
    result = 1
    for word in words:
        result = (result * count_word_anagrams(word)) % MOD

    return result

# Example usage:
# print(countAnagrams(""too hot""))  # Output: 18
# print(countAnagrams(""aa""))       # Output: 1
",21,False,0,41,,"**Tests that the code passed:**

assert countAnagrams(""too hot"") == 18
assert countAnagrams(""aa"") == 1

**Tests that the code failed:**

No tests failed.
","(True, True)",0
273,count-anagrams,"from collections import Counter
from math import factorial

MOD = 10**9 + 7

# Precompute factorials and their modular inverses up to the maximum possible word length
MAX_WORD_LENGTH = 10**5
factorials = [1] * (MAX_WORD_LENGTH + 1)
inv_factorials = [1] * (MAX_WORD_LENGTH + 1)

for i in range(2, MAX_WORD_LENGTH + 1):
    factorials[i] = factorials[i-1] * i % MOD

inv_factorials[MAX_WORD_LENGTH] = pow(factorials[MAX_WORD_LENGTH], MOD-2, MOD)
for i in range(MAX_WORD_LENGTH - 1, 0, -1):
    inv_factorials[i] = inv_factorials[i + 1] * (i + 1) % MOD

def countAnagrams(s: str) -> int:
    def count_word_anagrams(word):
        freq = Counter(word)
        word_len = len(word)
        denom = 1
        for count in freq.values():
            denom = (denom * inv_factorials[count]) % MOD
        return (factorials[word_len] * denom) % MOD

    if not s:
        return 0

    words = s.split()
    result = 1
    for word in words:
        result = (result * count_word_anagrams(word)) % MOD

    return result

# Example usage:
# print(countAnagrams(""too hot""))  # Output: 18
# print(countAnagrams(""aa""))       # Output: 1",21,False,0,41,,"**Tests that the code passed:**

assert countAnagrams(""too hot"") == 18
assert countAnagrams(""aa"") == 1

**Tests that the code failed:**

No tests failed.
","(True, True)",1
274,number-of-great-partitions,"
from typing import List

def countPartitions(nums: List[int], k: int) -> int:
    MOD = 10**9 + 7
    total_sum = sum(nums)
    
    if total_sum < 2 * k:
        return 0
    
    dp = [0] * (total_sum + 1)
    dp[0] = 1
    
    for num in nums:
        for j in range(total_sum, num - 1, -1):
            dp[j] = (dp[j] + dp[j - num]) % MOD
    
    result = 0
    for i in range(k, total_sum - k + 1):
        result = (result + dp[i]) % MOD
    
    return result

# Example usage:
# print(countPartitions([1, 2, 3, 4], 4))  # Output: 6
# print(countPartitions([3, 3, 3], 4))     # Output: 0
# print(countPartitions([6, 6], 2))        # Output: 2
",21,False,32,45,,"**Tests that the code passed:**

assert countPartitions([1,2,3,4], 4) == 6
assert countPartitions([3,3,3], 4) == 0
assert countPartitions([6,6], 2) == 2

**Tests that the code failed:**

No tests failed.
","(True, True, True)",0
275,number-of-great-partitions,"from typing import List

def countPartitions(nums: List[int], k: int) -> int:
    MOD = 10**9 + 7
    total_sum = sum(nums)
    
    if total_sum < 2 * k:
        return 0
    
    # Use a 2D DP array to track partitions
    dp = [[0] * (total_sum + 1) for _ in range(len(nums) + 1)]
    dp[0][0] = 1
    
    for i in range(1, len(nums) + 1):
        for j in range(total_sum + 1):
            dp[i][j] = dp[i - 1][j]
            if j >= nums[i - 1]:
                dp[i][j] = (dp[i][j] + dp[i - 1][j - nums[i - 1]]) % MOD
    
    result = 0
    for i in range(k, total_sum - k + 1):
        result = (result + dp[len(nums)][i]) % MOD
    
    return result

# Example usage:
# print(countPartitions([1, 2, 3, 4], 4))  # Output: 6
# print(countPartitions([3, 3, 3], 4))     # Output: 0
# print(countPartitions([6, 6], 2))        # Output: 2",21,False,32,45,,"**Tests that the code passed:**

assert countPartitions([1,2,3,4], 4) == 6
assert countPartitions([3,3,3], 4) == 0
assert countPartitions([6,6], 2) == 2

**Tests that the code failed:**

No tests failed.
","(True, True, True)",1
276,cycle-length-queries-in-a-tree,"
from typing import List

def cycleLengthQueries(n: int, queries: List[List[int]]) -> List[int]:
    def find_path_to_root(node):
        path = []
        while node > 0:
            path.append(node)
            node //= 2
        return path

    def find_cycle_length(a, b):
        path_a = find_path_to_root(a)
        path_b = find_path_to_root(b)
        set_b = set(path_b)
        
        for i, node in enumerate(path_a):
            if node in set_b:
                j = path_b.index(node)
                return i + j + 1
        return 0

    answer = []
    for a, b in queries:
        cycle_length = find_cycle_length(a, b)
        answer.append(cycle_length)
    
    return answer
",21,True,27,27,1207 ms,"**Tests that the code passed:**

assert cycleLengthQueries(3, [[5,3],[4,7],[2,3]]) == [4,5,3]
assert cycleLengthQueries(2, [[1,2]]) == [2]

**Tests that the code failed:**

No tests failed.
","(True, True)",0
277,cycle-length-queries-in-a-tree,"from typing import List

def cycleLengthQueries(n: int, queries: List[List[int]]) -> List[int]:
    def find_path_to_root(node):
        path = []
        while node > 0:
            path.append(node)
            node //= 2
        return path

    def find_cycle_length(a, b):
        path_a = find_path_to_root(a)
        path_b = find_path_to_root(b)
        set_b = set(path_b)
        
        for i, node in enumerate(path_a):
            if node in set_b:
                j = path_b.index(node)
                return i + j + 1
        return 0

    answer = []
    for a, b in queries:
        cycle_length = find_cycle_length(a, b)
        answer.append(cycle_length)
    
    return answer",21,True,27,27,1245 ms,"**Tests that the code passed:**

assert cycleLengthQueries(3, [[5,3],[4,7],[2,3]]) == [4,5,3]
assert cycleLengthQueries(2, [[1,2]]) == [2]

**Tests that the code failed:**

No tests failed.
","(True, True)",1
278,add-edges-to-make-degrees-of-all-nodes-even,"
from typing import List
from collections import defaultdict

def isPossible(n: int, edges: List[List[int]]) -> bool:
    degree = [0] * (n + 1)
    for u, v in edges:
        degree[u] += 1
        degree[v] += 1

    odd_degree_nodes = [i for i in range(1, n + 1) if degree[i] % 2 == 1]

    if len(odd_degree_nodes) == 0:
        return True
    if len(odd_degree_nodes) == 2:
        return True
    if len(odd_degree_nodes) == 4:
        u, v, w, x = odd_degree_nodes
        existing_edges = set((min(a, b), max(a, b)) for a, b in edges)
        if (min(u, v), max(u, v)) not in existing_edges and (min(w, x), max(w, x)) not in existing_edges:
            return True
        if (min(u, w), max(u, w)) not in existing_edges and (min(v, x), max(v, x)) not in existing_edges:
            return True
        if (min(u, x), max(u, x)) not in existing_edges and (min(v, w), max(v, w)) not in existing_edges:
            return True
    return False
",21,False,47,52,,"**Tests that the code passed:**

assert isPossible(5, [[1,2],[2,3],[3,4],[4,2],[1,4],[2,5]]) == True
assert isPossible(4, [[1,2],[3,4]]) == True
assert isPossible(4, [[1,2],[1,3],[1,4]]) == False

**Tests that the code failed:**

No tests failed.
","(True, True, True)",0
279,add-edges-to-make-degrees-of-all-nodes-even,"from typing import List
from collections import defaultdict, deque

def isPossible(n: int, edges: List[List[int]]) -> bool:
    def bfs(start, visited, graph):
        queue = deque([start])
        visited[start] = True
        while queue:
            node = queue.popleft()
            for neighbor in graph[node]:
                if not visited[neighbor]:
                    visited[neighbor] = True
                    queue.append(neighbor)

    def all_nodes_connected(n, edges):
        graph = defaultdict(list)
        for u, v in edges:
            graph[u].append(v)
            graph[v].append(u)
        visited = [False] * (n + 1)
        for i in range(1, n + 1):
            if graph[i]:
                bfs(i, visited, graph)
                break
        return all(visited[i] or not graph[i] for i in range(1, n + 1))

    degree = [0] * (n + 1)
    for u, v in edges:
        degree[u] += 1
        degree[v] += 1

    odd_degree_nodes = [i for i in range(1, n + 1) if degree[i] % 2 == 1]

    if len(odd_degree_nodes) == 0:
        return True
    if len(odd_degree_nodes) == 2:
        return True
    if len(odd_degree_nodes) == 4:
        u, v, w, x = odd_degree_nodes
        existing_edges = set((min(a, b), max(a, b)) for a, b in edges)
        if (min(u, v), max(u, v)) not in existing_edges and (min(w, x), max(w, x)) not in existing_edges:
            return True
        if (min(u, w), max(u, w)) not in existing_edges and (min(v, x), max(v, x)) not in existing_edges:
            return True
        if (min(u, x), max(u, x)) not in existing_edges and (min(v, w), max(v, w)) not in existing_edges:
            return True

    return False",21,False,47,52,,"**Tests that the code passed:**

assert isPossible(5, [[1,2],[2,3],[3,4],[4,2],[1,4],[2,5]]) == True
assert isPossible(4, [[1,2],[3,4]]) == True
assert isPossible(4, [[1,2],[1,3],[1,4]]) == False

**Tests that the code failed:**

No tests failed.
","(True, True, True)",1
280,minimum-total-cost-to-make-arrays-unequal,"
from typing import List

def minimumTotalCost(nums1: List[int], nums2: List[int]) -> int:
    n = len(nums1)
    swaps = []
    
    for i in range(n):
        if nums1[i] == nums2[i]:
            swaps.append(i)
    
    if not swaps:
        return 0
    
    swaps.sort()
    total_cost = 0
    
    for i in range(len(swaps)):
        if i == 0:
            total_cost += swaps[i]
        else:
            total_cost += swaps[i] + swaps[i-1]
    
    return total_cost if total_cost > 0 else -1
",21,False,7,104,,"**Tests that the code passed:**

assert minimumTotalCost([2,2,2,1,3], [1,2,2,3,3]) == 10

**Tests that the code failed:**

assert minimumTotalCost([1,2,3,4,5], [1,2,3,4,5]) == 10 # ERROR: This unit test fails. Output was 16, but expected value was: 10
assert minimumTotalCost([1,2,2], [1,2,2]) == -1 # ERROR: This unit test fails. Output was 4, but expected value was: -1","(False, True, False)",0
281,minimum-total-cost-to-make-arrays-unequal,"from typing import List
import heapq

def minimumTotalCost(nums1: List[int], nums2: List[int]) -> int:
    n = len(nums1)
    if n == 0:
        return -1
    
    # Check if it's already valid
    if all(nums1[i] != nums2[i] for i in range(n)):
        return 0
    
    # Priority queue to store the minimum cost swaps
    min_heap = []
    for i in range(n):
        for j in range(i + 1, n):
            if nums1[i] != nums2[j] and nums1[j] != nums2[i]:
                heapq.heappush(min_heap, (i + j, i, j))
    
    total_cost = 0
    swapped = set()
    
    def is_valid():
        return all(nums1[k] != nums2[k] for k in range(n))
    
    while min_heap:
        cost, i, j = heapq.heappop(min_heap)
        if i in swapped or j in swapped:
            continue
        nums1[i], nums1[j] = nums1[j], nums1[i]
        total_cost += cost
        swapped.add(i)
        swapped.add(j)
        if is_valid():
            return total_cost
    
    # Re-evaluate swaps to ensure all possibilities are considered
    for i in range(n):
        for j in range(i + 1, n):
            if nums1[i] != nums2[j] and nums1[j] != nums2[i] and (i not in swapped or j not in swapped):
                nums1[i], nums1[j] = nums1[j], nums1[i]
                total_cost += i + j
                swapped.add(i)
                swapped.add(j)
                if is_valid():
                    return total_cost
                nums1[i], nums1[j] = nums1[j], nums1[i]  # revert swap if not valid
    
    return -1",21,False,56,104,,"**Tests that the code passed:**

assert minimumTotalCost([1,2,3,4,5], [1,2,3,4,5]) == 10
assert minimumTotalCost([2,2,2,1,3], [1,2,2,3,3]) == 10
assert minimumTotalCost([1,2,2], [1,2,2]) == -1

**Tests that the code failed:**

No tests failed.
","(True, True, True)",1
